scenario,group,day,mean_demand,demand_p05,demand_p50,demand_p95,optimized_capacity,optimized_expected_cost,optimized_shortage_probability,optimized_expected_shortage,optimized_expected_unused,mean_policy_capacity,mean_policy_expected_cost,mean_policy_shortage_probability,mean_policy_expected_shortage,mean_policy_expected_unused
cost_cu_5_co_1,cost,41,12019.20392306283,9060.95,12013.0,14957.099999999999,13760,2699.986,0.1625,157.8573,1910.6995,12019,4260.3546,0.4979,708.0854,719.9276
cost_cu_5_co_1,cost,42,11453.941229931239,8621.9,11460.0,14289.05,13130,2561.3809,0.1629,147.2153,1825.3044,11454,4120.3997,0.5013,686.3851,688.4742
cost_cu_5_co_1,cost,43,10927.976392516719,8252.95,10936.0,13679.0,12468,2467.6233,0.1751,156.1443,1686.9018,10928,3943.1897,0.5028,658.7387,649.4962
cost_cu_5_co_1,cost,44,10438.531879351322,7919.0,10430.0,13018.0,11967,2362.7706,0.1681,139.8199,1663.6711,10439,3756.449,0.4982,626.7663,622.6175
cost_cu_5_co_1,cost,45,9983.037305316784,7496.8,9982.0,12388.05,11408,2218.7016,0.1652,129.8032,1569.6856,9983,3534.8718,0.4998,586.6649,601.5473
cost_cu_5_co_1,cost,46,9559.114388138596,7255.95,9561.5,11921.05,10980,2121.9357,0.1583,118.2388,1530.7417,9559,3414.1831,0.5005,570.4467,561.9496
cost_cu_5_co_1,cost,47,9164.562942964903,6918.85,9166.0,11433.099999999999,10419,2062.7506,0.1746,134.0116,1392.6926,9165,3261.9808,0.5002,542.8833,547.5643
cost_cu_5_co_1,cost,48,8797.347846181832,6584.0,8804.0,10993.05,10049,1994.0888,0.1724,124.4334,1371.9218,8797,3185.7112,0.5015,531.7038,527.1922
cost_cu_5_co_1,cost,49,8455.586908627654,6385.0,8458.0,10525.0,9674,1876.3063,0.1621,108.7589,1332.5118,8456,2979.4141,0.5007,495.6102,501.3631
cost_cu_5_co_1,cost,50,8137.5396110024285,6099.9,8167.0,10126.05,9309,1839.3011,0.172,112.7366,1275.6181,8138,2983.7347,0.508,498.6422,490.5237
cost_cu_10_co_1,cost,0,1500.0,1127.0,1502.0,1874.0,1798,406.6396,0.0956,10.1126,305.5136,1500,1008.1206,0.5023,91.8836,89.2846
cost_cu_10_co_1,cost,1,3468.284929071741,2617.0,3468.0,4311.0,4144,922.3551,0.0914,22.3768,698.5871,3468,2254.3347,0.4996,204.9204,205.1307
cost_cu_10_co_1,cost,2,7487.874377838954,5680.0,7471.0,9306.0,9037,2009.6673,0.0817,41.6151,1593.5163,7488,4873.0731,0.4932,442.7429,445.6441
cost_cu_10_co_1,cost,3,14835.832827500017,11255.65,14840.5,18520.199999999997,17799,4018.1926,0.0915,98.1109,3037.0836,14836,9880.8094,0.5009,900.4397,876.4124
cost_cu_10_co_1,cost,4,26149.967410592108,19745.9,26207.5,32571.299999999996,31380,7004.7379,0.0896,163.9707,5365.0309,26150,17237.6964,0.5051,1569.6942,1540.7544
cost_cu_10_co_1,cost,5,40012.46256928085,30040.75,39963.5,49946.399999999994,47918,10908.5825,0.0964,271.3646,8194.9365,40012,26588.9519,0.4973,2415.58,2433.1519
cost_cu_10_co_1,cost,6,53378.2720576572,40073.85,53407.5,66471.15,63945,14243.0629,0.095,334.9112,10893.9509,53378,35230.6574,0.5017,3203.5107,3195.5504
cost_cu_10_co_1,cost,7,63820.19142714272,47951.65,63801.0,79287.69999999998,76450,17054.9378,0.0908,395.4215,13100.7228,63820,41883.9693,0.4989,3800.788,3876.0893
cost_cu_10_co_1,cost,8,70373.54554866925,52994.75,70133.5,87738.09999999998,84400,19183.666,0.0893,452.7901,14655.765,70374,45518.7571,0.49,4121.9802,4298.9551
cost_cu_10_co_1,cost,9,73172.94588495338,55946.75,73288.0,91375.59999999999,87600,19647.567,0.0954,495.1105,14696.462,73173,48110.0103,0.5039,4394.1508,4168.5023
cost_cu_10_co_1,cost,10,73051.80564427393,55201.2,73108.0,90953.5,87581,19464.1215,0.0879,449.077,14973.3515,73052,47575.1926,0.502,4325.4471,4320.7216
cost_cu_10_co_1,cost,11,71038.3986061932,53755.95,71007.5,88239.65,85534,18952.6449,0.0821,399.5542,14957.1029,71038,46082.9296,0.4992,4183.7619,4245.3106
cost_cu_10_co_1,cost,12,67976.61342941584,51258.75,68049.5,85134.5,81782,18713.7389,0.0909,453.4389,14179.3499,67977,45471.856,0.5021,4140.995,4061.906
cost_cu_10_co_1,cost,13,64427.03160211699,48297.8,64561.5,80449.05,77245,17408.8376,0.0921,421.4662,13194.1756,64427,43046.3173,0.5049,3917.4189,3872.1283
cost_cu_10_co_1,cost,14,60721.490945738246,45755.85,60721.0,75654.15,72883,16281.7308,0.0899,371.5965,12565.7658,60721,39948.8032,0.5,3628.7849,3660.9542
cost_cu_10_co_1,cost,15,57043.704255172546,43094.95,56939.5,70926.1,68469,15434.3625,0.0909,357.0881,11863.4815,57044,37165.3095,0.4947,3371.2651,3452.6585
cost_cu_10_co_1,cost,16,53490.292265785596,40394.45,53737.0,66807.34999999998,64325,14439.3908,0.0924,348.5073,10954.3178,53490,36354.5027,0.5122,3325.7902,3096.6007
cost_cu_10_co_1,cost,17,50108.789682616225,37945.75,50204.5,62300.0,60086,13477.5949,0.091,320.0555,10277.0399,50109,32921.2499,0.5052,2994.6605,2974.6449
cost_cu_10_co_1,cost,18,46919.5453357036,35445.5,47050.5,58408.05,56536,12492.4765,0.0859,263.3808,9858.6685,46920,30792.9563,0.5065,2801.2426,2780.5303
cost_cu_10_co_1,cost,19,43927.977945231774,32897.65,43967.5,54871.399999999994,52844,11968.7512,0.0906,279.6003,9172.7482,43928,29470.7912,0.5017,2681.2403,2658.3882
cost_cu_10_co_1,cost,20,41131.38973953183,31040.8,41172.5,51609.25,49633,11362.5468,0.0938,267.348,8689.0668,41131,27686.856,0.5019,2524.2852,2444.004
cost_cu_10_co_1,cost,21,38522.76983975008,28791.9,38587.0,48139.1,46143,10457.9591,0.0967,258.733,7870.6291,38523,25680.4051,0.5046,2335.319,2327.2151
cost_cu_10_co_1,cost,22,36092.93453612783,27051.8,36133.5,45049.34999999999,43096,9789.8346,0.0985,256.4842,7224.9926,36093,24052.2821,0.5031,2189.7067,2155.2151
cost_cu_10_co_1,cost,23,33831.74118851179,25528.95,33791.5,42205.49999999999,40536,9151.3105,0.0937,223.8888,6912.4225,33832,22480.4566,0.4977,2045.0839,2029.6176
cost_cu_10_co_1,cost,24,31728.779566541794,23780.75,31755.5,39542.1,38081,8422.4304,0.0873,189.7547,6524.8834,31729,20795.286,0.5025,1892.0143,1875.143
cost_cu_10_co_1,cost,25,29773.764207536686,22597.0,29786.5,36985.299999999996,35795,7932.7997,0.0878,174.5145,6187.6547,29774,19309.7638,0.5015,1756.1476,1748.2878
cost_cu_10_co_1,cost,26,27956.753273371858,20953.95,27887.5,34997.149999999994,33501,7715.131,0.0935,192.7318,5787.813,27957,18360.9761,0.4952,1664.5359,1715.6171
cost_cu_10_co_1,cost,27,26268.265477205412,19869.8,26343.5,32870.1,31600,7098.3812,0.0925,169.5888,5402.4932,26268,17739.7375,0.5078,1621.7121,1522.6165
cost_cu_10_co_1,cost,28,24699.33654691401,18658.65,24695.5,30696.1,29807,6592.3814,0.0807,133.4252,5258.1294,24699,15930.4416,0.4995,1446.7034,1463.4076
cost_cu_10_co_1,cost,29,23241.539636610203,17618.95,23263.0,28946.149999999998,27929,6275.8112,0.0829,140.9712,4866.0992,23242,14971.7577,0.5026,1357.6027,1395.7307
cost_cu_10_co_1,cost,30,21886.984277490054,16463.65,21911.0,27244.149999999998,26279,5868.1033,0.0909,136.5359,4502.7443,21887,14382.1085,0.5032,1309.8091,1284.0175
cost_cu_10_co_1,cost,31,20628.30270351107,15644.0,20640.5,25699.499999999993,24838,5486.1447,0.0862,119.5654,4290.4907,20628,13644.9682,0.5015,1244.0039,1204.9292
cost_cu_10_co_1,cost,32,19458.62896630576,14657.25,19526.5,24302.0,23441,5283.8873,0.0918,122.0191,4063.6963,19459,13132.0661,0.5114,1197.4899,1157.1671
cost_cu_10_co_1,cost,33,18371.57418446964,13837.95,18382.5,22984.05,21973,5025.7436,0.0956,130.7804,3717.9396,18372,12197.8565,0.5017,1110.1543,1096.3135
cost_cu_10_co_1,cost,34,17361.200001949175,13091.95,17404.5,21592.199999999997,20873,4623.8776,0.0892,103.8916,3584.9616,17361,11546.1311,0.5069,1052.4601,1021.5301
cost_cu_10_co_1,cost,35,16421.991551636806,12356.95,16391.0,20493.05,19749,4471.8186,0.0887,103.9355,3432.4636,16422,10882.6302,0.496,989.1911,990.7192
cost_cu_10_co_1,cost,36,15548.830718927184,11722.95,15558.5,19387.149999999998,18649,4177.5096,0.0904,98.7285,3190.2246,15549,10332.5642,0.5022,940.0971,931.5932
cost_cu_10_co_1,cost,37,14736.970188191392,11130.95,14789.0,18356.0,17785,3946.7322,0.0849,84.6342,3100.3902,14737,9798.9279,0.5103,893.7429,861.4989
cost_cu_10_co_1,cost,38,13982.008557698378,10539.95,13939.5,17388.05,16810,3741.6786,0.0896,82.0416,2921.2626,13982,9137.2192,0.4906,829.6362,840.8572
cost_cu_10_co_1,cost,39,13279.866677848036,10054.0,13276.0,16563.05,15915,3573.5859,0.0939,86.7054,2706.5319,13280,8794.2876,0.4991,800.8601,785.6866
cost_cu_10_co_1,cost,40,12626.765280116586,9499.0,12602.0,15768.0,15128,3439.6863,0.0948,84.7643,2592.0433,12627,8274.2035,0.4926,751.6295,757.9085
cost_cu_10_co_1,cost,41,12019.20392306283,9060.95,12013.0,14957.099999999999,14449,3249.7075,0.0881,73.4423,2515.2845,12019,7800.7816,0.4979,708.0854,719.9276
cost_cu_10_co_1,cost,42,11453.941229931239,8621.9,11460.0,14289.05,13731,3083.87,0.0897,73.1619,2352.251,11454,7552.3252,0.5013,686.3851,688.4742
cost_cu_10_co_1,cost,43,10927.976392516719,8252.95,10936.0,13679.0,13046,2986.7423,0.0951,79.8168,2188.5743,10928,7236.8832,0.5028,658.7387,649.4962
cost_cu_10_co_1,cost,44,10438.531879351322,7919.0,10430.0,13018.0,12572,2831.1231,0.0881,63.8429,2192.6941,10439,6890.2805,0.4982,626.7663,622.6175
cost_cu_10_co_1,cost,45,9983.037305316784,7496.8,9982.0,12388.05,11974,2668.9756,0.0875,60.2812,2066.1636,9983,6468.1963,0.4998,586.6649,601.5473
cost_cu_10_co_1,cost,46,9559.114388138596,7255.95,9561.5,11921.05,11513,2562.9659,0.0808,56.133,2001.6359,9559,6266.4166,0.5005,570.4467,561.9496
cost_cu_10_co_1,cost,47,9164.562942964903,6918.85,9166.0,11433.099999999999,10893,2495.3308,0.1029,69.3318,1802.0128,9165,5976.3973,0.5002,542.8833,547.5643
cost_cu_10_co_1,cost,48,8797.347846181832,6584.0,8804.0,10993.05,10503,2403.9561,0.0966,63.8607,1765.3491,8797,5844.2302,0.5015,531.7038,527.1922
cost_cu_10_co_1,cost,49,8455.586908627654,6385.0,8458.0,10525.0,10150,2265.7513,0.0865,51.4544,1751.2073,8456,5457.4651,0.5007,495.6102,501.3631
cost_cu_10_co_1,cost,50,8137.5396110024285,6099.9,8167.0,10126.05,9723,2206.2586,0.0984,57.2161,1634.0976,8138,5476.9457,0.508,498.6422,490.5237
service_pw_0.25,service_seeking,0,1250.0,939.0,1252.0,1562.0,1429,282.6506,0.1737,17.6373,194.4641,1250,457.275,0.5022,76.5747,74.4015
service_pw_0.25,service_seeking,1,2699.3778076490075,2037.0,2699.0,3355.0499999999993,3078,597.0229,0.1699,36.3354,415.3459,2699,957.4263,0.4996,159.5693,159.5798
service_pw_0.25,service_seeking,2,5587.480440167129,4238.0,5575.0,6944.0,6439,1251.5052,0.1518,66.3198,919.9062,5587,1985.565,0.4934,330.6631,332.2495
service_pw_0.25,service_seeking,3,10869.524190133408,8246.7,10873.0,13569.149999999998,12438,2447.6418,0.1727,149.482,1700.2318,10870,3939.9532,0.5008,659.5339,642.2837
service_pw_0.25,service_seeking,4,19311.07983355564,14581.95,19353.5,24053.199999999997,22127,4304.868,0.1652,251.7233,3046.2515,19311,6933.8908,0.5051,1159.2271,1137.7553
service_pw_0.25,service_seeking,5,30623.79499282558,22992.05,30586.5,38227.299999999996,34987,6986.8662,0.1756,434.9774,4811.9792,30624,11105.0402,0.4973,1848.5064,1862.5082
service_pw_0.25,service_seeking,6,43240.6627956709,32463.05,43264.0,53847.1,49379,9701.1255,0.1775,594.8358,6726.9465,43241,15563.0139,0.5015,2594.8172,2588.9279
service_pw_0.25,service_seeking,7,54992.13813288249,41318.7,54975.5,68320.54999999999,62999,12264.0379,0.1645,698.6887,8770.5944,54992,19715.0611,0.4989,3275.0259,3339.9316
service_pw_0.25,service_seeking,8,63861.02481069179,48090.75,63643.5,79617.94999999997,73074,14428.6254,0.1615,842.5766,10215.7424,63861,22604.583,0.49,3740.7362,3900.902
service_pw_0.25,service_seeking,9,68865.7359971846,52652.8,68974.0,85997.5,78879,15341.0489,0.1643,923.3657,10724.2204,68866,24600.1575,0.5039,4135.3838,3923.2385
service_pw_0.25,service_seeking,10,70364.28446930787,53171.2,70418.5,87607.45,80835,15610.6646,0.157,857.447,11323.4296,70364,24994.2916,0.5021,4166.5515,4161.5341
service_pw_0.25,service_seeking,11,69394.91604855123,52512.0,69365.0,86197.65,79721,15414.6756,0.1583,838.0136,11224.6076,69395,24581.0172,0.4992,4086.7372,4147.3312
service_pw_0.25,service_seeking,12,66966.39823489558,50496.8,67038.0,83869.5,77025,15276.4471,0.1625,882.6884,10863.0051,66966,24400.3753,0.5022,4079.8431,4001.1598
service_pw_0.25,service_seeking,13,63792.554993269376,47822.8,63925.5,79657.05,72769,14376.8277,0.1804,907.5331,9839.1622,63793,23227.2465,0.5049,3878.6029,3834.232
service_pw_0.25,service_seeking,14,60309.550287007965,45445.85,60309.0,75141.1,69139,13516.1431,0.1671,775.7104,9637.5911,60310,21655.0735,0.4998,3603.6988,3636.5795
service_pw_0.25,service_seeking,15,56764.50903312092,42883.95,56660.5,70579.1,65221,12820.3918,0.1593,713.8673,9251.0553,56765,20209.193,0.4947,3354.6675,3435.8555
service_pw_0.25,service_seeking,16,53290.988007232285,40244.45,53537.0,66558.34999999998,61043,12026.7207,0.1755,750.4588,8274.4267,53291,19651.4181,0.5122,3313.2417,3085.2096
service_pw_0.25,service_seeking,17,49957.815098601,37831.75,50053.0,62112.05,57202,11170.9787,0.1653,657.8263,7881.8472,49958,17893.9203,0.5052,2985.6499,2965.6708
service_pw_0.25,service_seeking,18,46797.683615122995,35353.5,46927.5,58256.05,53713,10412.9904,0.1604,586.4644,7480.6684,46798,16743.4308,0.5065,2794.0378,2773.2418
service_pw_0.25,service_seeking,19,43823.26750120261,32819.6,43862.5,54740.399999999994,50183,9968.1771,0.172,605.2113,6942.1206,43823,16026.8931,0.5017,2674.9973,2651.9066
service_pw_0.25,service_seeking,20,41036.20927411096,30969.75,41077.5,51490.25,47142,9445.2606,0.1656,569.8627,6595.9471,41036,15030.2054,0.5018,2518.3535,2438.4379
service_pw_0.25,service_seeking,21,38432.14589472928,28723.95,38496.5,48026.1,43915,8692.9137,0.1771,536.3959,6010.9342,38432,13971.6307,0.5047,2330.0154,2321.5537
service_pw_0.25,service_seeking,22,36003.54219532095,26984.8,36044.0,44937.399999999994,41125,8135.4062,0.1754,508.0695,5595.0587,36004,13070.4836,0.5031,2184.0824,2150.0716
service_pw_0.25,service_seeking,23,33741.30323119723,25460.95,33701.5,42092.49999999999,38659,7601.376,0.1668,449.8943,5351.9045,33741,12223.4144,0.4977,2039.9007,2023.9109
service_pw_0.25,service_seeking,24,31635.698437779363,23710.75,31662.5,39426.1,36175,7002.6524,0.1678,413.3979,4935.6629,31636,11301.7994,0.5025,1886.4224,1869.6874
service_pw_0.25,service_seeking,25,29676.89241115421,22524.0,29689.5,36865.299999999996,33905,6580.5984,0.1696,393.428,4613.4584,29677,10495.0418,0.5015,1750.5019,1742.5323
service_pw_0.25,service_seeking,26,27855.24753412585,20877.95,27786.5,34870.149999999994,31839,6365.8471,0.1667,388.5738,4422.9781,27855,10002.7945,0.4952,1658.7317,1709.136
service_pw_0.25,service_seeking,27,26161.492484518163,19788.8,26236.5,32737.05,30005,5895.4391,0.172,358.3935,4103.4716,26161,9592.4995,0.5078,1615.2369,1516.315
service_pw_0.25,service_seeking,28,24586.810997920264,18573.65,24583.0,30556.149999999998,28326,5476.4405,0.1529,286.7158,4042.8615,24587,8656.2703,0.4995,1439.8541,1456.9998
service_pw_0.25,service_seeking,29,23122.88283175823,17528.95,23144.0,28798.149999999998,26509,5153.4021,0.1562,288.303,3711.8871,23123,8142.6673,0.5027,1350.8472,1388.4313
service_pw_0.25,service_seeking,30,21761.895992674577,16369.65,21786.0,27089.1,24965,4856.6232,0.1615,279.8632,3457.3072,21762,7788.1216,0.5031,1302.2796,1276.7236
service_pw_0.25,service_seeking,31,20496.541760624546,15544.0,20509.0,25535.499999999993,23579,4562.8052,0.1637,253.1445,3297.0827,20497,7375.9984,0.5015,1235.6767,1197.6149
service_pw_0.25,service_seeking,32,19319.99957709411,14552.300000000001,19387.5,24129.0,22097,4381.4701,0.1766,274.1455,3010.7426,19320,7094.4917,0.5114,1189.1491,1148.7462
service_pw_0.25,service_seeking,33,18225.91617216631,13728.95,18236.5,22802.0,20887,4123.7497,0.165,246.1368,2893.0657,18226,6595.1029,0.5019,1101.529,1087.4579
service_pw_0.25,service_seeking,34,17208.381657430902,12976.9,17251.5,21402.199999999997,19683,3829.9462,0.1729,230.9645,2675.1237,17208,6228.889,0.507,1043.2883,1012.4475
service_pw_0.25,service_seeking,35,16261.904295916376,12236.9,16232.0,20293.05,18614,3676.4671,0.1669,220.4771,2574.0816,16262,5878.6231,0.496,979.5031,981.1076
service_pw_0.25,service_seeking,36,15381.385016256787,11596.95,15391.0,19178.149999999998,17622,3448.9572,0.1695,202.8207,2434.8537,15381,5572.5384,0.5022,930.2509,921.2839
service_pw_0.25,service_seeking,37,14562.092333208899,10998.95,14613.5,18138.0,16756,3247.4636,0.1609,180.908,2342.9236,14562,5267.2216,0.5103,883.201,851.2166
service_pw_0.25,service_seeking,38,13799.638078294258,10402.0,13757.5,17161.05,15808,3100.3417,0.1672,180.1492,2199.5957,13800,4923.2235,0.4906,818.6295,830.076
service_pw_0.25,service_seeking,39,13089.954175774843,9910.95,13086.0,16326.05,15000,2939.4384,0.1687,174.0793,2069.0419,13090,4721.659,0.4991,789.4494,774.412
service_pw_0.25,service_seeking,40,12429.270588294212,9350.0,12405.0,15521.05,14191,2816.579,0.1726,174.8164,1942.497,12429,4446.4018,0.4926,740.1202,745.8008
service_pw_0.25,service_seeking,41,11814.094492541379,8905.95,11808.0,14702.099999999999,13525,2653.9307,0.1625,155.1984,1877.9387,11814,4187.4637,0.4979,695.9539,707.6942
service_pw_0.25,service_seeking,42,11241.190690457599,8461.9,11247.5,14024.05,12886,2513.8025,0.1629,144.5003,1791.301,11241,4044.3811,0.5013,673.7634,675.5641
service_pw_0.25,service_seeking,43,10707.563243527971,8086.9,10716.0,13403.0,12217,2417.8277,0.1749,152.912,1653.2677,10708,3862.8353,0.5027,645.2466,636.6023
service_pw_0.25,service_seeking,44,10210.43828702802,7746.0,10202.0,12734.0,11705,2311.1544,0.1683,136.8512,1626.8984,10210,3676.1342,0.4983,613.5145,608.5617
service_pw_0.25,service_seeking,45,9747.247983683495,7319.8,9746.0,12095.099999999999,11139,2166.3165,0.165,126.6662,1532.9855,9747,3451.8117,0.4998,572.9154,587.2347
service_pw_0.25,service_seeking,46,9315.615555378754,7070.95,9318.5,11618.05,10701,2067.9217,0.1583,115.1174,1492.3347,9316,3326.2073,0.5004,555.665,547.8823
service_pw_0.25,service_seeking,47,8913.341342406284,6729.85,8915.0,11119.099999999999,10133,2006.2279,0.1746,130.4075,1354.1904,8913,3174.0977,0.5004,528.3858,532.1687
service_pw_0.25,service_seeking,48,8538.389828224226,6390.95,8545.0,10669.05,9753,1935.3916,0.1724,120.804,1331.3716,8538,3092.0368,0.5015,516.0782,511.6458
service_pw_0.25,service_seeking,49,8188.877572081481,6183.95,8191.0,10193.0,9369,1817.1106,0.1621,105.3028,1290.5966,8189,2885.9682,0.5008,480.1124,485.4062
service_pw_0.25,service_seeking,50,7863.061998628471,5893.9,7891.5,9785.05,8995,1777.2646,0.172,108.9363,1232.5831,7863,2884.1424,0.508,482.0826,473.7294
service_pw_0.50,service_seeking,0,1500.0,1127.0,1502.0,1874.0,1715,339.1594,0.1736,21.1264,233.5274,1500,548.7026,0.5023,91.8836,89.2846
service_pw_0.50,service_seeking,1,3468.284929071741,2617.0,3468.0,4311.0,3955,767.0845,0.1699,46.6457,533.856,3468,1229.7327,0.4996,204.9204,205.1307
service_pw_0.50,service_seeking,2,7487.874377838954,5680.0,7471.0,9306.0,8629,1677.1578,0.1518,88.8761,1232.7773,7488,2659.3586,0.4932,442.7429,445.6441
service_pw_0.50,service_seeking,3,14835.832827500017,11255.65,14840.5,18520.199999999997,16977,3340.7669,0.1727,203.9657,2320.9384,14836,5378.6109,0.5009,900.4397,876.4124
service_pw_0.50,service_seeking,4,26149.967410592108,19745.9,26207.5,32571.299999999996,29963,5829.393,0.1652,340.8888,4124.949,26150,9389.2254,0.5051,1569.6942,1540.7544
service_pw_0.50,service_seeking,5,40012.46256928085,30040.75,39963.5,49946.399999999994,45713,9128.9125,0.1756,568.3901,6286.962,40012,14511.0519,0.4973,2415.58,2433.1519
service_pw_0.50,service_seeking,6,53378.2720576572,40073.85,53407.5,66471.15,60956,11975.4911,0.1775,734.2419,8304.2816,53378,19213.1039,0.5017,3203.5107,3195.5504
service_pw_0.50,service_seeking,7,63820.19142714272,47951.65,63801.0,79287.69999999998,73112,14232.8195,0.1645,810.9197,10178.221,63820,22880.0293,0.4989,3800.788,3876.0893
service_pw_0.50,service_seeking,8,70373.54554866925,52994.75,70133.5,87738.09999999998,80526,15900.0451,0.1615,928.5117,11257.4866,70374,24908.8561,0.49,4121.9802,4298.9551
service_pw_0.50,service_seeking,9,73172.94588495338,55946.75,73288.0,91375.59999999999,83813,16300.5663,0.1643,981.0358,11395.3873,73173,26139.2563,0.5039,4394.1508,4168.5023
service_pw_0.50,service_seeking,10,73051.80564427393,55201.2,73108.0,90953.5,83923,16206.9261,0.157,890.1086,11756.3831,73052,25947.9571,0.502,4325.4471,4320.7216
service_pw_0.50,service_seeking,11,71038.3986061932,53755.95,71007.5,88239.65,81609,15779.7417,0.1583,857.8655,11490.4142,71038,25164.1201,0.4992,4183.7619,4245.3106
service_pw_0.50,service_seeking,12,67976.61342941584,51258.75,68049.5,85134.5,78187,15506.9026,0.1625,895.9986,11026.9096,67977,24766.881,0.5021,4140.995,4061.906
service_pw_0.50,service_seeking,13,64427.03160211699,48297.8,64561.5,80449.05,73492,14519.8758,0.1805,916.6944,9936.4038,64427,23459.2228,0.5049,3917.4189,3872.1283
service_pw_0.50,service_seeking,14,60721.490945738246,45755.85,60721.0,75654.15,69611,13608.4795,0.1671,781.0517,9703.221,60721,21804.8787,0.5,3628.7849,3660.9542
service_pw_0.50,service_seeking,15,57043.704255172546,43094.95,56939.5,70926.1,65541,12883.4174,0.1593,717.504,9295.8974,57044,20308.984,0.4947,3371.2651,3452.6585
service_pw_0.50,service_seeking,16,53490.292265785596,40394.45,53737.0,66807.34999999998,61271,12071.7227,0.1755,753.3187,8305.1292,53490,19725.5517,0.5122,3325.7902,3096.6007
service_pw_0.50,service_seeking,17,50108.789682616225,37945.75,50204.5,62300.0,57375,11204.7448,0.1653,659.7934,7905.7778,50109,17947.9474,0.5052,2994.6605,2974.6449
service_pw_0.50,service_seeking,18,46919.5453357036,35445.5,47050.5,58408.05,53853,10440.1239,0.1604,587.9727,7500.2604,46920,16786.7433,0.5065,2801.2426,2780.5303
service_pw_0.50,service_seeking,19,43927.977945231774,32897.65,43967.5,54871.399999999994,50303,9991.9843,0.172,606.6394,6958.7873,43928,16064.5897,0.5017,2681.2403,2658.3882
service_pw_0.50,service_seeking,20,41131.38973953183,31040.8,41172.5,51609.25,47251,9467.154,0.1656,571.2392,6610.958,41131,15065.43,0.5019,2524.2852,2444.004
service_pw_0.50,service_seeking,21,38522.76983975008,28791.9,38587.0,48139.1,44019,8713.3875,0.1771,537.5819,6025.478,38523,14003.8101,0.5046,2335.319,2327.2151
