scenario,group,day,S,I_P,I_W,R_P,total,pressure,risk_ratio
uncertainty_alpha_0.5_cv_0.30,uncertainty,24,0.00775529664764545,0.3676494071574737,0.025271845216415786,0.5993234509784653,1.0000000000000002,0.3929212523738895,0.06873897992059376
uncertainty_alpha_0.5_cv_0.30,uncertainty,25,0.007858756625680785,0.3473352966753527,0.022497784251172492,0.6223081624477942,1.0000000000000002,0.36983308092652517,0.06477252518393119
uncertainty_alpha_0.5_cv_0.30,uncertainty,26,0.008042698981427737,0.3278783532457168,0.020299525045486908,0.6437794227273688,1.0000000000000002,0.3481778782912037,0.061911757347012625
uncertainty_alpha_0.5_cv_0.30,uncertainty,27,0.008297498630532963,0.3093372209100024,0.018558346670178923,0.6638069337892859,1.0000000000000002,0.3278955675801813,0.05999390120459584
uncertainty_alpha_0.5_cv_0.30,uncertainty,28,0.008615671081654869,0.2917389971148771,0.017182229254652494,0.6824631025488156,1.0,0.3089212263695296,0.058895894702368855
uncertainty_alpha_0.5_cv_0.30,uncertainty,29,0.008991365940877516,0.2750880447167325,0.01609947876615602,0.6998211105762341,1.0,0.2911875234828885,0.05852482169021268
uncertainty_alpha_0.5_cv_0.30,uncertainty,30,0.009419980686094565,0.25937256443594797,0.01525391870814113,0.7159535361698165,1.0000000000000002,0.2746264831440891,0.05881084123647968
uncertainty_alpha_0.5_cv_0.30,uncertainty,31,0.009897867500248332,0.24456947984869848,0.014601264887144921,0.7309313877639084,1.0000000000000002,0.2591707447358434,0.05970190923322857
uncertainty_alpha_0.5_cv_0.30,uncertainty,32,0.010422107383456348,0.230648059703915,0.014106390697053989,0.7448234422155748,1.0000000000000002,0.244754450400969,0.061159806482493244
uncertainty_alpha_0.5_cv_0.30,uncertainty,33,0.010990336789401697,0.2175725963542427,0.0137412580387765,0.7576958088175793,1.0000000000000002,0.23131385439301919,0.0631571175278138
uncertainty_alpha_0.5_cv_0.30,uncertainty,34,0.011600612929543964,0.20530438023060715,0.01348334716640436,0.7696116596734447,1.0000000000000002,0.21878772739701152,0.06567491229977293
uncertainty_alpha_0.5_cv_0.30,uncertainty,35,0.012251309020815048,0.19380314868725468,0.0133144599990044,0.7806310822929261,1.0000000000000002,0.20711760868625909,0.06870094778743921
uncertainty_alpha_0.5_cv_0.30,uncertainty,36,0.012941032356032308,0.18302814227419478,0.013219803970739647,0.7908110213990335,1.0000000000000002,0.19624794624493444,0.07222825848789437
uncertainty_alpha_0.5_cv_0.30,uncertainty,37,0.013668559735424812,0.17293886758505436,0.013187287403221374,0.8002052852762996,1.0000000000000002,0.18612615498827573,0.07625404044429535
uncertainty_alpha_0.5_cv_0.30,uncertainty,38,0.014432786900722885,0.1634956403596603,0.013206974451734554,0.8088645982878825,1.0000000000000002,0.17670261481139485,0.08077875607375
uncertainty_alpha_0.5_cv_0.30,uncertainty,39,0.015232688265906184,0.15465996433180995,0.01327066169727191,0.8168366857050122,1.0000000000000002,0.16793062602908188,0.08580541030515706
uncertainty_alpha_0.5_cv_0.30,uncertainty,40,0.016067285531545815,0.1463947868853563,0.013371546956712025,0.824166380626386,1.0000000000000002,0.15976633384206831,0.09133895571830343
uncertainty_alpha_0.5_cv_0.30,uncertainty,41,0.016935622624378286,0.1386646629003936,0.013503969276538286,0.83089574519869,1.0000000000000002,0.15216863217693188,0.09738580106914865
uncertainty_alpha_0.5_cv_0.30,uncertainty,42,0.017836746432779948,0.13143584990697849,0.013663203176416982,0.8370642004838248,1.0000000000000002,0.14509905308339546,0.1039533976923867
uncertainty_alpha_0.5_cv_0.30,uncertainty,43,0.018769691571377617,0.12467635248734159,0.013845295312605067,0.8427086606286759,1.0000000000000002,0.13852164779994666,0.11104989066800605
uncertainty_alpha_0.5_cv_0.30,uncertainty,44,0.019733469014840563,0.11835592906909134,0.014046933649203825,0.8478636682668645,1.0000000000000002,0.13240286271829516,0.11868381888163626
uncertainty_alpha_0.5_cv_0.30,uncertainty,45,0.020727057402358716,0.11244607145056426,0.014265342359307823,0.8525615287877695,1.0000000000000002,0.12671141380987208,0.12686385727205624
uncertainty_alpha_0.5_cv_0.30,uncertainty,46,0.021749396916857996,0.10691996460754505,0.014498196609893847,0.8568324418657033,1.0000000000000002,0.1214181612174389,0.1355985915550027
uncertainty_alpha_0.5_cv_0.30,uncertainty,47,0.022799385052355563,0.10175243272436207,0.014743553177701148,0.8607046290455814,1.0000000000000002,0.11649598590206323,0.1448963212274253
uncertainty_alpha_0.5_cv_0.30,uncertainty,48,0.023875874009056025,0.09691987585977471,0.014999793538449161,0.8642044565927203,1.0000000000000002,0.11191966939822387,0.15476488599873067
uncertainty_alpha_0.5_cv_0.30,uncertainty,49,0.024977669525310293,0.09240020058100398,0.015265576794285434,0.8673565530994005,1.0000000000000002,0.10766577737528941,0.165211511428513
uncertainty_alpha_0.5_cv_0.30,uncertainty,50,0.026103530635616008,0.08817274720536325,0.015539800660440443,0.8701839214985805,1.0000000000000002,0.1037125478658037,0.17624267308181601
uncertainty_alpha_1_cv_0.05,uncertainty,0,0.98,0.01,0.01,0.0,1.0,0.02,1.0
uncertainty_alpha_1_cv_0.05,uncertainty,1,0.948929818098752,0.019304706862262735,0.030756284856909358,0.0010091901820757547,0.9999999999999999,0.050060991719172096,1.593201340810433
uncertainty_alpha_1_cv_0.05,uncertainty,2,0.8841705917902959,0.03687086502495302,0.07601575750687306,0.0029427856778778475,0.9999999999999999,0.11288662253182608,2.061675457178128
uncertainty_alpha_1_cv_0.05,uncertainty,3,0.7657207660807259,0.069032155527668,0.1586523454946643,0.006594732896941648,1.0,0.22768450102233231,2.2982383250523974
uncertainty_alpha_1_cv_0.05,uncertainty,4,0.5884172487580629,0.12472192256519171,0.2735555030814587,0.013305325595286549,0.9999999999999999,0.3982774256466504,2.193323334464093
uncertainty_alpha_1_cv_0.05,uncertainty,5,0.3870401768298029,0.21235127416370309,0.37554670305821086,0.025061845948283375,1.0000000000000002,0.587897977221914,1.7685163629802347
uncertainty_alpha_1_cv_0.05,uncertainty,6,0.21928749129022845,0.3310305353368459,0.4055043704794523,0.044177602893473465,1.0000000000000002,0.7365349058162982,1.2249757263837435
uncertainty_alpha_1_cv_0.05,uncertainty,7,0.11297050668309441,0.46164084838622255,0.35312213177040935,0.07226651316027366,0.9999999999999999,0.8147629801566318,0.764928261883309
uncertainty_alpha_1_cv_0.05,uncertainty,8,0.05695832376332864,0.5734850407271432,0.26050082951909853,0.10905580599042947,0.9999999999999998,0.8339858702462417,0.45424171690476833
uncertainty_alpha_1_cv_0.05,uncertainty,9,0.02981537820670388,0.6455852610941579,0.172288395510752,0.15231096518838613,1.0,0.81787365660491,0.266871637092136
uncertainty_alpha_1_cv_0.05,uncertainty,10,0.016706728259660103,0.6767676329434179,0.10750084699864304,0.1990247917982788,0.9999999999999999,0.784268479942061,0.1588445454034159
uncertainty_alpha_1_cv_0.05,uncertainty,11,0.010138931931373218,0.6775143349090924,0.0657393023056792,0.24660743085385514,0.9999999999999999,0.7432536372147716,0.09703012750940536
uncertainty_alpha_1_cv_0.05,uncertainty,12,0.006713230852225872,0.6595618304037532,0.04040860778081041,0.2933163309632106,1.0,0.6999704381845636,0.06126583728484429
uncertainty_alpha_1_cv_0.05,uncertainty,13,0.00488738516520204,0.6315807838442177,0.02537906435390452,0.33815276663667576,1.0,0.6569598481981221,0.04018340171692808
uncertainty_alpha_1_cv_0.05,uncertainty,14,0.003927035847520249,0.5989760962827768,0.01647762634921132,0.38061924152049165,1.0,0.6154537226319882,0.027509655980381936
uncertainty_alpha_1_cv_0.05,uncertainty,15,0.003461594588806929,0.564853138110693,0.011167808882064856,0.42051745841843524,1.0,0.5760209469927579,0.019771172590841348
uncertainty_alpha_1_cv_0.05,uncertainty,16,0.0032940849396538747,0.5309168374867897,0.007972170342132478,0.4578169072314239,1.0,0.5388890078289222,0.015015855175869876
uncertainty_alpha_1_cv_0.05,uncertainty,17,0.003315257601545235,0.4980684051458577,0.006038983360609218,0.49257735389198787,1.0,0.504107388506467,0.01212480715142074
uncertainty_alpha_1_cv_0.05,uncertainty,18,0.00346239077917215,0.4667582189454239,0.004874468823224254,0.5249049214521797,1.0,0.47163268776864814,0.010443241544278422
uncertainty_alpha_1_cv_0.05,uncertainty,19,0.0036984420331074657,0.4371855705717344,0.004188417761166665,0.5549275696339915,1.0,0.4413739883329011,0.009580411713243907
uncertainty_alpha_1_cv_0.05,uncertainty,20,0.0040010215008212365,0.40941028808690094,0.003807218616834587,0.5827814717954432,0.9999999999999999,0.4132175067037355,0.009299274413999267
uncertainty_alpha_1_cv_0.05,uncertainty,21,0.0043563416231532206,0.38341521949708485,0.0036249578008317814,0.60860348107893,0.9999999999999999,0.3870401772979166,0.009454392044182644
uncertainty_alpha_1_cv_0.05,uncertainty,22,0.004755791565094346,0.35914149854514077,0.0035756936322750396,0.6325270162574897,1.0,0.3627171921774158,0.009956225183555633
uncertainty_alpha_1_cv_0.05,uncertainty,23,0.005193943067811645,0.3365086527388267,0.003617518292582445,0.6546798859007791,0.9999999999999998,0.34012617103140913,0.010750149403706707
uncertainty_alpha_1_cv_0.05,uncertainty,24,0.005667359973500176,0.3154261730901693,0.003723245150497269,0.6751832217858331,0.9999999999999998,0.31914941824066656,0.011803856078337938
uncertainty_alpha_1_cv_0.05,uncertainty,25,0.0061738704479773025,0.29580020614771735,0.003874871855299033,0.6941510515490061,0.9999999999999998,0.2996750780030164,0.01309962526991611
uncertainty_alpha_1_cv_0.05,uncertainty,26,0.006712112198415241,0.27753741794879844,0.0040602295698402985,0.7116902402829459,0.9999999999999999,0.28159764751863875,0.014629485277510764
uncertainty_alpha_1_cv_0.05,uncertainty,27,0.007281242043471358,0.26054719491830913,0.004270919707489887,0.7279006433307296,1.0,0.264818114625799,0.016392115481530987
uncertainty_alpha_1_cv_0.05,uncertainty,28,0.007880746547073061,0.24474285448926514,0.004501021959749946,0.7428753770039117,0.9999999999999998,0.24924387644901508,0.018390820721376235
uncertainty_alpha_1_cv_0.05,uncertainty,29,0.008510316082574318,0.23004226026906255,0.0047462721940789735,0.7567011514542841,0.9999999999999999,0.23478853246314152,0.020632175099164943
uncertainty_alpha_1_cv_0.05,uncertainty,30,0.009169759430569429,0.21636807707859107,0.005003531392618918,0.7694586320982205,1.0,0.22137160847120999,0.023125090633409347
uncertainty_alpha_1_cv_0.05,uncertainty,31,0.009858944808989927,0.2036478081773803,0.005270437715460793,0.7812228092981689,0.9999999999999999,0.20891824589284108,0.025880159293785097
uncertainty_alpha_1_cv_0.05,uncertainty,32,0.010577758452354445,0.19181370187882457,0.005545175568466087,0.7920633641003547,0.9999999999999998,0.19735887744729066,0.028909173401852013
uncertainty_alpha_1_cv_0.05,uncertainty,33,0.011326075095209357,0.18080258159862986,0.005826320492133027,0.8020450228140277,0.9999999999999999,0.18662890209076288,0.032224763831453944
uncertainty_alpha_1_cv_0.05,uncertainty,34,0.012103736769741453,0.17055563312912628,0.006112733780730959,0.8112278963204013,1.0,0.17666836690985724,0.03584011661522231
uncertainty_alpha_1_cv_0.05,uncertainty,35,0.012910537428494516,0.16101817040195945,0.006403490228817227,0.8196678019407287,1.0,0.16742166063077668,0.03976874294889704
uncertainty_alpha_1_cv_0.05,uncertainty,36,0.013746211839373176,0.15213939313586392,0.006697828106815864,0.827416566917947,0.9999999999999999,0.15883722124267977,0.04402428568145104
uncertainty_alpha_1_cv_0.05,uncertainty,37,0.014610427684834858,0.143872144782264,0.006995114199299844,0.8345223133336013,1.0,0.15086725898156386,0.048620351145013126
uncertainty_alpha_1_cv_0.05,uncertainty,38,0.015502780075843063,0.13617267598890137,0.0072948191761648285,0.8410297247590907,1.0,0.1434674951650662,0.05357035927500893
uncertainty_alpha_1_cv_0.05,uncertainty,39,0.016422787947290313,0.12900041673701645,0.007596500082927845,0.8469802952327653,0.9999999999999999,0.1365969168199443,0.058887407305158276
